"Provider ID","Hospital name","Address","City","State","ZIP Code","County name","Phone number","Payment measure name","Payment measure ID","Payment category","Denominator","Payment","Lower estimate","Higher estimate","Payment footnote","Value of care display name","Value of care display ID","Value of care category","Value of care footnote","Measure start date","Measure end date"
"340166","CAROLINAS MED CTR-UNIVERSITY","8800 NORTH TYRON STREET","CHARLOTTE","NC","28262","MECKLENBURG","7045486000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","28","$23,421","$20,362","$26,935","","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Average mortality and average payment","","07/01/2013","06/30/2016"
"340166","CAROLINAS MED CTR-UNIVERSITY","8800 NORTH TYRON STREET","CHARLOTTE","NC","28262","MECKLENBURG","7045486000","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","132","$15,384","$13,861","$17,137","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"340166","CAROLINAS MED CTR-UNIVERSITY","8800 NORTH TYRON STREET","CHARLOTTE","NC","28262","MECKLENBURG","7045486000","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","No Different than the National Average Payment","100","$21,352","$19,981","$22,733","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and average payment","","04/01/2013","03/31/2016"
"340166","CAROLINAS MED CTR-UNIVERSITY","8800 NORTH TYRON STREET","CHARLOTTE","NC","28262","MECKLENBURG","7045486000","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","207","$18,091","$16,634","$19,522","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and average payment","","07/01/2013","06/30/2016"
"340168","WILMINGTON TREATMENT CENTER","2520 TROY DRIVE","WILMINGTON","NC","28401","NEW HANOVER","9197622727","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.","07/01/2013","06/30/2016"
"340168","WILMINGTON TREATMENT CENTER","2520 TROY DRIVE","WILMINGTON","NC","28401","NEW HANOVER","9197622727","Payment for heart failure patients","PAYM_30_HF","Not Available","Not Available","Not Available","Not Available","Not Available","19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Not Available","19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.","07/01/2013","06/30/2016"
"340168","WILMINGTON TREATMENT CENTER","2520 TROY DRIVE","WILMINGTON","NC","28401","NEW HANOVER","9197622727","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Not Available","Not Available","Not Available","Not Available","Not Available","19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Not Available","19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.","04/01/2013","03/31/2016"
"340168","WILMINGTON TREATMENT CENTER","2520 TROY DRIVE","WILMINGTON","NC","28401","NEW HANOVER","9197622727","Payment for pneumonia patients","PAYM_30_PN","Not Available","Not Available","Not Available","Not Available","Not Available","19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Not Available","19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.","07/01/2013","06/30/2016"
"340171","NOVANT HEALTH MATTHEWS MEDICAL CENTER","1500 MATTHEWS TWNSHP PRKWY BOX 3310","MATTHEWS","NC","28106","MECKLENBURG","7043846500","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","194","$20,361","$18,736","$22,008","","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Average mortality and lower payment","","07/01/2013","06/30/2016"
"340171","NOVANT HEALTH MATTHEWS MEDICAL CENTER","1500 MATTHEWS TWNSHP PRKWY BOX 3310","MATTHEWS","NC","28106","MECKLENBURG","7043846500","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","437","$15,788","$14,799","$16,830","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"340171","NOVANT HEALTH MATTHEWS MEDICAL CENTER","1500 MATTHEWS TWNSHP PRKWY BOX 3310","MATTHEWS","NC","28106","MECKLENBURG","7043846500","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","No Different than the National Average Payment","279","$23,224","$22,258","$24,179","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and average payment","","04/01/2013","03/31/2016"
"340171","NOVANT HEALTH MATTHEWS MEDICAL CENTER","1500 MATTHEWS TWNSHP PRKWY BOX 3310","MATTHEWS","NC","28106","MECKLENBURG","7043846500","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","611","$16,506","$15,712","$17,338","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and average payment","","07/01/2013","06/30/2016"
"340173","WAKEMED, CARY HOSPITAL","1900 KILDARE FARM ROAD","CARY","NC","27518","WAKE","9193502550","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","100","$21,588","$19,498","$23,982","","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Average mortality and average payment","","07/01/2013","06/30/2016"
"340173","WAKEMED, CARY HOSPITAL","1900 KILDARE FARM ROAD","CARY","NC","27518","WAKE","9193502550","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","450","$15,467","$14,564","$16,426","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"340173","WAKEMED, CARY HOSPITAL","1900 KILDARE FARM ROAD","CARY","NC","27518","WAKE","9193502550","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Less than the National Average Payment","371","$21,487","$20,750","$22,244","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and lower payment","","04/01/2013","03/31/2016"
"340173","WAKEMED, CARY HOSPITAL","1900 KILDARE FARM ROAD","CARY","NC","27518","WAKE","9193502550","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","551","$16,578","$15,756","$17,426","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and average payment","","07/01/2013","06/30/2016"
"340183","NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER","10030 GILEAD ROAD","HUNTERSVILLE","NC","28078","MECKLENBURG","7043164000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","34","$22,723","$19,832","$26,150","","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Average mortality and average payment","","07/01/2013","06/30/2016"
"340183","NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER","10030 GILEAD ROAD","HUNTERSVILLE","NC","28078","MECKLENBURG","7043164000","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","233","$16,106","$14,790","$17,431","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"340183","NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER","10030 GILEAD ROAD","HUNTERSVILLE","NC","28078","MECKLENBURG","7043164000","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Less than the National Average Payment","424","$20,588","$19,906","$21,288","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and lower payment","","04/01/2013","03/31/2016"
"340183","NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER","10030 GILEAD ROAD","HUNTERSVILLE","NC","28078","MECKLENBURG","7043164000","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","327","$17,519","$16,418","$18,721","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and average payment","","07/01/2013","06/30/2016"
"340184","HAYWOOD REGIONAL MEDICAL CENTER","262 LEROY GEORGE DRIVE","CLYDE","NC","28721","HAYWOOD","8284567311","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","62","$21,776","$19,348","$24,503","","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Average mortality and average payment","","07/01/2013","06/30/2016"
"340184","HAYWOOD REGIONAL MEDICAL CENTER","262 LEROY GEORGE DRIVE","CLYDE","NC","28721","HAYWOOD","8284567311","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","258","$15,511","$14,292","$16,759","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"340184","HAYWOOD REGIONAL MEDICAL CENTER","262 LEROY GEORGE DRIVE","CLYDE","NC","28721","HAYWOOD","8284567311","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Less than the National Average Payment","191","$20,110","$19,183","$21,115","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and lower payment","","04/01/2013","03/31/2016"
"340184","HAYWOOD REGIONAL MEDICAL CENTER","262 LEROY GEORGE DRIVE","CLYDE","NC","28721","HAYWOOD","8284567311","Payment for pneumonia patients","PAYM_30_PN","Less than the National Average Payment","362","$15,571","$14,606","$16,535","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and lower payment","","07/01/2013","06/30/2016"
"340186","VIDANT BEAUFORT HOSPITAL","628 E 12TH ST","WASHINGTON","NC","27889","BEAUFORT","2529754100","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"340186","VIDANT BEAUFORT HOSPITAL","628 E 12TH ST","WASHINGTON","NC","27889","BEAUFORT","2529754100","Payment for heart failure patients","PAYM_30_HF","Less than the National Average Payment","166","$13,237","$12,073","$14,545","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and lower payment","","07/01/2013","06/30/2016"
"340186","VIDANT BEAUFORT HOSPITAL","628 E 12TH ST","WASHINGTON","NC","27889","BEAUFORT","2529754100","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","No Different than the National Average Payment","153","$23,897","$22,533","$25,293","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and average payment","","04/01/2013","03/31/2016"
"340186","VIDANT BEAUFORT HOSPITAL","628 E 12TH ST","WASHINGTON","NC","27889","BEAUFORT","2529754100","Payment for pneumonia patients","PAYM_30_PN","Less than the National Average Payment","290","$15,155","$14,135","$16,169","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and lower payment","","07/01/2013","06/30/2016"
"340187","DAVIE MEDICAL CENTER","223 HOSPITAL STREET","MOCKSVILLE","NC","27028","DAVIE","3367518100","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"340187","DAVIE MEDICAL CENTER","223 HOSPITAL STREET","MOCKSVILLE","NC","27028","DAVIE","3367518100","Payment for heart failure patients","PAYM_30_HF","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"340187","DAVIE MEDICAL CENTER","223 HOSPITAL STREET","MOCKSVILLE","NC","27028","DAVIE","3367518100","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2013","03/31/2016"
"340187","DAVIE MEDICAL CENTER","223 HOSPITAL STREET","MOCKSVILLE","NC","27028","DAVIE","3367518100","Payment for pneumonia patients","PAYM_30_PN","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"340188","CAPE FEAR VALLEY HOKE HOSPITAL","210 MEDICAL PAVILION DRIVE","RAEFORD","NC","28376","HOKE","9100000000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"340188","CAPE FEAR VALLEY HOKE HOSPITAL","210 MEDICAL PAVILION DRIVE","RAEFORD","NC","28376","HOKE","9100000000","Payment for heart failure patients","PAYM_30_HF","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"340188","CAPE FEAR VALLEY HOKE HOSPITAL","210 MEDICAL PAVILION DRIVE","RAEFORD","NC","28376","HOKE","9100000000","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2013","03/31/2016"
"340188","CAPE FEAR VALLEY HOKE HOSPITAL","210 MEDICAL PAVILION DRIVE","RAEFORD","NC","28376","HOKE","9100000000","Payment for pneumonia patients","PAYM_30_PN","Less than the National Average Payment","26","$13,005","$10,468","$15,508","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and lower payment","","07/01/2013","06/30/2016"
"340189","CAROLINAS  CONTINUECARE HOSPITAL AT UNIVERSITY","8800 NORTH TRYON ST 4TH FLOOR","CHARLOTTE","NC","28217","MECKLENBURG","7040000000","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.","07/01/2013","06/30/2016"
"340189","CAROLINAS  CONTINUECARE HOSPITAL AT UNIVERSITY","8800 NORTH TRYON ST 4TH FLOOR","CHARLOTTE","NC","28217","MECKLENBURG","7040000000","Payment for heart failure patients","PAYM_30_HF","Not Available","Not Available","Not Available","Not Available","Not Available","19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Not Available","19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.","07/01/2013","06/30/2016"
"340189","CAROLINAS  CONTINUECARE HOSPITAL AT UNIVERSITY","8800 NORTH TRYON ST 4TH FLOOR","CHARLOTTE","NC","28217","MECKLENBURG","7040000000","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Not Available","Not Available","Not Available","Not Available","Not Available","19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Not Available","19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.","04/01/2013","03/31/2016"
"340189","CAROLINAS  CONTINUECARE HOSPITAL AT UNIVERSITY","8800 NORTH TRYON ST 4TH FLOOR","CHARLOTTE","NC","28217","MECKLENBURG","7040000000","Payment for pneumonia patients","PAYM_30_PN","Not Available","Not Available","Not Available","Not Available","Not Available","19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Not Available","19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.","07/01/2013","06/30/2016"
"341302","OUR COMMUNITY HOSPITAL","921 JUNIOR HIGH ROAD","SCOTLAND NECK","NC","27874","HALIFAX","2528264144","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"341302","OUR COMMUNITY HOSPITAL","921 JUNIOR HIGH ROAD","SCOTLAND NECK","NC","27874","HALIFAX","2528264144","Payment for heart failure patients","PAYM_30_HF","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"341302","OUR COMMUNITY HOSPITAL","921 JUNIOR HIGH ROAD","SCOTLAND NECK","NC","27874","HALIFAX","2528264144","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2013","03/31/2016"
"341302","OUR COMMUNITY HOSPITAL","921 JUNIOR HIGH ROAD","SCOTLAND NECK","NC","27874","HALIFAX","2528264144","Payment for pneumonia patients","PAYM_30_PN","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"341303","FIRSTHEALTH MONTGOMERY MEMORIAL HOSP","520 ALLEN STREET","TROY","NC","27371","MONTGOMERY","9105721301","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"341303","FIRSTHEALTH MONTGOMERY MEMORIAL HOSP","520 ALLEN STREET","TROY","NC","27371","MONTGOMERY","9105721301","Payment for heart failure patients","PAYM_30_HF","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"341303","FIRSTHEALTH MONTGOMERY MEMORIAL HOSP","520 ALLEN STREET","TROY","NC","27371","MONTGOMERY","9105721301","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2013","03/31/2016"
"341303","FIRSTHEALTH MONTGOMERY MEMORIAL HOSP","520 ALLEN STREET","TROY","NC","27371","MONTGOMERY","9105721301","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","60","$16,765","$14,578","$18,967","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and average payment","","07/01/2013","06/30/2016"
"341304","VIDANT BERTIE  HOSPITAL","1403 SOUTH KINGS STREET","WINDSOR","NC","27983","BERTIE","2527946600","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"341304","VIDANT BERTIE  HOSPITAL","1403 SOUTH KINGS STREET","WINDSOR","NC","27983","BERTIE","2527946600","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","44","$15,473","$13,317","$17,898","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"341304","VIDANT BERTIE  HOSPITAL","1403 SOUTH KINGS STREET","WINDSOR","NC","27983","BERTIE","2527946600","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2013","03/31/2016"
"341304","VIDANT BERTIE  HOSPITAL","1403 SOUTH KINGS STREET","WINDSOR","NC","27983","BERTIE","2527946600","Payment for pneumonia patients","PAYM_30_PN","Less than the National Average Payment","80","$14,978","$13,201","$16,785","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and lower payment","","07/01/2013","06/30/2016"
"341305","SWAIN COUNTY HOSPITAL","45 PLATEAU STREET","BRYSON CITY","NC","28713","SWAIN","8284882155","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"341305","SWAIN COUNTY HOSPITAL","45 PLATEAU STREET","BRYSON CITY","NC","28713","SWAIN","8284882155","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","45","$14,323","$12,457","$16,547","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"341305","SWAIN COUNTY HOSPITAL","45 PLATEAU STREET","BRYSON CITY","NC","28713","SWAIN","8284882155","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2013","03/31/2016"
"341305","SWAIN COUNTY HOSPITAL","45 PLATEAU STREET","BRYSON CITY","NC","28713","SWAIN","8284882155","Payment for pneumonia patients","PAYM_30_PN","Less than the National Average Payment","98","$14,119","$12,514","$15,671","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and lower payment","","07/01/2013","06/30/2016"
"341307","PENDER MEMORIAL HOSPITAL","507 E FREMONT ST","BURGAW","NC","28425","PENDER","9102595451","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"341307","PENDER MEMORIAL HOSPITAL","507 E FREMONT ST","BURGAW","NC","28425","PENDER","9102595451","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","29","$16,479","$14,064","$19,298","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"341307","PENDER MEMORIAL HOSPITAL","507 E FREMONT ST","BURGAW","NC","28425","PENDER","9102595451","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2013","03/31/2016"
"341307","PENDER MEMORIAL HOSPITAL","507 E FREMONT ST","BURGAW","NC","28425","PENDER","9102595451","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","87","$15,743","$13,948","$17,591","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and average payment","","07/01/2013","06/30/2016"
"341311","CHATHAM HOSPITAL INC","475 PROGRESS BLVD","SILER CITY","NC","27344","CHATHAM","9196632113","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"341311","CHATHAM HOSPITAL INC","475 PROGRESS BLVD","SILER CITY","NC","27344","CHATHAM","9196632113","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","25","$16,317","$13,831","$19,302","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"341311","CHATHAM HOSPITAL INC","475 PROGRESS BLVD","SILER CITY","NC","27344","CHATHAM","9196632113","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2013","03/31/2016"
"341311","CHATHAM HOSPITAL INC","475 PROGRESS BLVD","SILER CITY","NC","27344","CHATHAM","9196632113","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","65","$17,929","$15,625","$20,188","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and average payment","","07/01/2013","06/30/2016"
"341314","WASHINGTON COUNTY HOSP INC","958 US HWY 64 EAST","PLYMOUTH","NC","27962","WASHINGTON","2527934135","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"341314","WASHINGTON COUNTY HOSP INC","958 US HWY 64 EAST","PLYMOUTH","NC","27962","WASHINGTON","2527934135","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","49","$15,641","$13,628","$17,971","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"341314","WASHINGTON COUNTY HOSP INC","958 US HWY 64 EAST","PLYMOUTH","NC","27962","WASHINGTON","2527934135","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2013","03/31/2016"
"341314","WASHINGTON COUNTY HOSP INC","958 US HWY 64 EAST","PLYMOUTH","NC","27962","WASHINGTON","2527934135","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","47","$16,626","$14,217","$18,904","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and average payment","","07/01/2013","06/30/2016"
"341315","CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL","501 SOUTH POPLAR STREET","ELIZABETHTOWN","NC","28337","BLADEN","9108625100","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
