"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"HI","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","86","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","39","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ID","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","47","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IL","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","76","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IN","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","54","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KS","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","38","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KY","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","64","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"LA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","53","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MA","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","83","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MD","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","92","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ME","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","79","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MI","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","70","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MN","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","57","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MO","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","45","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MP","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MS","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","45","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MT","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","37","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NC","Heart Attack or Chest Pain","Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better","OP_2","57","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
