"State","Measure Name","Measure ID","Number of Hospitals Worse","Number of Hospitals Same","Number of Hospitals Better","Number of Hospitals Too Few","Footnote","Measure Start Date","Measure End Date","Number of Hospitals Fewer","Number of Hospitals Average","Number of Hospitals More","Number of Hospitals Too Small"
"MS","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","3","58","15","17"
"MT","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","6","18","2","28"
"KS","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","10","63","2","52"
"KY","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","2","57","27","8"
"LA","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","7","66","11","23"
"MA","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","4","40","18","1"
"MD","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","2","28","15","2"
"ME","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","8","25","1","2"
"GU","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","0","1","0","1"
"HI","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","0","9","4","2"
"IA","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","19","65","4","28"
"ID","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","5","13","1","20"
"IL","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","21","113","33","11"
"IN","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","26","69","13","11"
"CO","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","18","34","0","22"
"CT","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","0","21","8","1"
"DC","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","0","1","6","0"
"DE","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","1","3","2","0"
"FL","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","5","83","88","10"
"GA","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","9","77","20","28"
