"State","Measure Name","Measure ID","Number of Hospitals Worse","Number of Hospitals Same","Number of Hospitals Better","Number of Hospitals Too Few","Footnote","Measure Start Date","Measure End Date"
"MO","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","1","44","0","20","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MP","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MS","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","1","22","0","15","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MT","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","9","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NC","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","1","54","0","26","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"ND","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NE","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","17","0","6","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NH","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","11","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NJ","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","1","55","0","8","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NM","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","9","0","15","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NV","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","2","14","0","5","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NY","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","3","79","2","57","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"OH","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","1","75","1","43","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"OK","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","2","30","0","20","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"OR","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","18","0","14","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"PA","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","1","80","1","52","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"PR","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"RI","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","6","0","5","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"SC","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","1","31","0","19","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"SD","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","7","0","8","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"TN","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","2","42","0","30","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"TX","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","3","140","1","90","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"UT","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","12","0","15","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"VA","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","2","42","1","25","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"VI","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"VT","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","2","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"WA","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","39","1","5","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"WI","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","33","1","31","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"WV","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","17","0","9","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"WY","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","2","0","8","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"AK","Pressure sores","PSI_3_ULCER","0","9","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"AL","Pressure sores","PSI_3_ULCER","3","81","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"AR","Pressure sores","PSI_3_ULCER","2","42","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"AS","Pressure sores","PSI_3_ULCER","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"AZ","Pressure sores","PSI_3_ULCER","0","57","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"CA","Pressure sores","PSI_3_ULCER","15","277","0","7","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"CO","Pressure sores","PSI_3_ULCER","1","42","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"CT","Pressure sores","PSI_3_ULCER","3","27","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"DC","Pressure sores","PSI_3_ULCER","1","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"DE","Pressure sores","PSI_3_ULCER","1","5","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"FL","Pressure sores","PSI_3_ULCER","8","160","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"GA","Pressure sores","PSI_3_ULCER","1","101","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"GU","Pressure sores","PSI_3_ULCER","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"HI","Pressure sores","PSI_3_ULCER","0","12","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"IA","Pressure sores","PSI_3_ULCER","0","34","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"ID","Pressure sores","PSI_3_ULCER","0","11","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"IL","Pressure sores","PSI_3_ULCER","0","126","1","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"IN","Pressure sores","PSI_3_ULCER","0","86","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"KS","Pressure sores","PSI_3_ULCER","0","46","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"KY","Pressure sores","PSI_3_ULCER","3","62","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"LA","Pressure sores","PSI_3_ULCER","5","78","0","8","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MA","Pressure sores","PSI_3_ULCER","3","58","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MD","Pressure sores","PSI_3_ULCER","Not Available","Not Available","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"ME","Pressure sores","PSI_3_ULCER","2","18","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MI","Pressure sores","PSI_3_ULCER","4","89","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MN","Pressure sores","PSI_3_ULCER","0","50","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MO","Pressure sores","PSI_3_ULCER","1","73","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MP","Pressure sores","PSI_3_ULCER","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MS","Pressure sores","PSI_3_ULCER","1","59","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MT","Pressure sores","PSI_3_ULCER","0","13","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NC","Pressure sores","PSI_3_ULCER","1","84","1","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"ND","Pressure sores","PSI_3_ULCER","0","7","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NE","Pressure sores","PSI_3_ULCER","1","20","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NH","Pressure sores","PSI_3_ULCER","0","13","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NJ","Pressure sores","PSI_3_ULCER","4","60","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NM","Pressure sores","PSI_3_ULCER","0","30","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NV","Pressure sores","PSI_3_ULCER","3","19","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NY","Pressure sores","PSI_3_ULCER","21","128","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"OH","Pressure sores","PSI_3_ULCER","4","122","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"OK","Pressure sores","PSI_3_ULCER","4","78","0","5","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"OR","Pressure sores","PSI_3_ULCER","0","34","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"PA","Pressure sores","PSI_3_ULCER","8","134","0","6","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"PR","Pressure sores","PSI_3_ULCER","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"RI","Pressure sores","PSI_3_ULCER","2","9","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"SC","Pressure sores","PSI_3_ULCER","4","52","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"SD","Pressure sores","PSI_3_ULCER","0","16","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"TN","Pressure sores","PSI_3_ULCER","2","91","0","5","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"TX","Pressure sores","PSI_3_ULCER","10","266","1","36","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"UT","Pressure sores","PSI_3_ULCER","0","30","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"VA","Pressure sores","PSI_3_ULCER","0","73","1","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"VI","Pressure sores","PSI_3_ULCER","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"VT","Pressure sores","PSI_3_ULCER","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"WA","Pressure sores","PSI_3_ULCER","3","44","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"WI","Pressure sores","PSI_3_ULCER","4","59","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"WV","Pressure sores","PSI_3_ULCER","2","27","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"WY","Pressure sores","PSI_3_ULCER","0","11","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"AK","Infections from a large venous catheter","PSI_7_CVCBI","0","9","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"AL","Infections from a large venous catheter","PSI_7_CVCBI","0","86","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"AR","Infections from a large venous catheter","PSI_7_CVCBI","2","43","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"AS","Infections from a large venous catheter","PSI_7_CVCBI","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"AZ","Infections from a large venous catheter","PSI_7_CVCBI","0","61","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"CA","Infections from a large venous catheter","PSI_7_CVCBI","5","295","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"CO","Infections from a large venous catheter","PSI_7_CVCBI","0","46","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"CT","Infections from a large venous catheter","PSI_7_CVCBI","2","28","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"DC","Infections from a large venous catheter","PSI_7_CVCBI","2","5","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"DE","Infections from a large venous catheter","PSI_7_CVCBI","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"FL","Infections from a large venous catheter","PSI_7_CVCBI","5","165","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"GA","Infections from a large venous catheter","PSI_7_CVCBI","1","102","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"GU","Infections from a large venous catheter","PSI_7_CVCBI","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"HI","Infections from a large venous catheter","PSI_7_CVCBI","0","12","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"IA","Infections from a large venous catheter","PSI_7_CVCBI","0","34","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"ID","Infections from a large venous catheter","PSI_7_CVCBI","0","13","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"IL","Infections from a large venous catheter","PSI_7_CVCBI","2","124","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"IN","Infections from a large venous catheter","PSI_7_CVCBI","0","91","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"KS","Infections from a large venous catheter","PSI_7_CVCBI","0","51","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"KY","Infections from a large venous catheter","PSI_7_CVCBI","1","64","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"LA","Infections from a large venous catheter","PSI_7_CVCBI","2","94","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MA","Infections from a large venous catheter","PSI_7_CVCBI","1","60","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MD","Infections from a large venous catheter","PSI_7_CVCBI","Not Available","Not Available","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"ME","Infections from a large venous catheter","PSI_7_CVCBI","0","20","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MI","Infections from a large venous catheter","PSI_7_CVCBI","3","93","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MN","Infections from a large venous catheter","PSI_7_CVCBI","1","49","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MO","Infections from a large venous catheter","PSI_7_CVCBI","0","77","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MP","Infections from a large venous catheter","PSI_7_CVCBI","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MS","Infections from a large venous catheter","PSI_7_CVCBI","2","58","0","5","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MT","Infections from a large venous catheter","PSI_7_CVCBI","0","13","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NC","Infections from a large venous catheter","PSI_7_CVCBI","2","84","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"ND","Infections from a large venous catheter","PSI_7_CVCBI","1","6","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NE","Infections from a large venous catheter","PSI_7_CVCBI","0","26","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NH","Infections from a large venous catheter","PSI_7_CVCBI","1","12","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NJ","Infections from a large venous catheter","PSI_7_CVCBI","4","60","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NM","Infections from a large venous catheter","PSI_7_CVCBI","0","31","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NV","Infections from a large venous catheter","PSI_7_CVCBI","0","22","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NY","Infections from a large venous catheter","PSI_7_CVCBI","4","150","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"OH","Infections from a large venous catheter","PSI_7_CVCBI","1","129","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"OK","Infections from a large venous catheter","PSI_7_CVCBI","0","88","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"OR","Infections from a large venous catheter","PSI_7_CVCBI","0","34","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"PA","Infections from a large venous catheter","PSI_7_CVCBI","1","149","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"PR","Infections from a large venous catheter","PSI_7_CVCBI","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"RI","Infections from a large venous catheter","PSI_7_CVCBI","0","11","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"SC","Infections from a large venous catheter","PSI_7_CVCBI","0","56","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"SD","Infections from a large venous catheter","PSI_7_CVCBI","0","20","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"TN","Infections from a large venous catheter","PSI_7_CVCBI","4","95","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"TX","Infections from a large venous catheter","PSI_7_CVCBI","2","315","0","10","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"UT","Infections from a large venous catheter","PSI_7_CVCBI","0","32","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"VA","Infections from a large venous catheter","PSI_7_CVCBI","3","72","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"VI","Infections from a large venous catheter","PSI_7_CVCBI","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"VT","Infections from a large venous catheter","PSI_7_CVCBI","1","5","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"WA","Infections from a large venous catheter","PSI_7_CVCBI","0","48","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"WI","Infections from a large venous catheter","PSI_7_CVCBI","1","64","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"WV","Infections from a large venous catheter","PSI_7_CVCBI","0","29","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"WY","Infections from a large venous catheter","PSI_7_CVCBI","0","11","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"AK","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","8","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"AL","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","62","0","14","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"AR","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","41","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"AS","Broken hip from a fall after surgery","PSI_8_POST_HIP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"AZ","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","53","0","6","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"CA","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","286","0","6","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"CO","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","44","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"CT","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","28","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"DC","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","7","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"DE","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"FL","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","165","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"GA","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","92","0","8","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"GU","Broken hip from a fall after surgery","PSI_8_POST_HIP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"HI","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","12","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"IA","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","34","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"ID","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","12","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"IL","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","122","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"IN","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","80","0","5","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"KS","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","40","0","11","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"KY","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","60","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"LA","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","72","0","15","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MA","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","58","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MD","Broken hip from a fall after surgery","PSI_8_POST_HIP","Not Available","Not Available","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"ME","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","17","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MI","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","90","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MN","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","49","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MO","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","65","0","6","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MP","Broken hip from a fall after surgery","PSI_8_POST_HIP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MS","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","42","0","8","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"MT","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","12","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NC","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","81","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"ND","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NE","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","20","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NH","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","13","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NJ","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","64","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NM","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","25","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NV","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","21","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"NY","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","144","0","5","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"OH","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","121","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"OK","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","54","0","28","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"OR","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","33","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
"PA","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","134","0","13","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2015"
