"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"MO","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MP","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MS","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MT","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NC","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ND","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NE","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NH","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NJ","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NM","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NV","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NY","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OH","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OK","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OR","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PA","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PR","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"RI","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SC","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SD","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TN","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TX","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"UT","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VA","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VI","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VT","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WA","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WI","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WV","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WY","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AK","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"AL","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"AR","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"AS","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"AZ","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"CA","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"CO","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"CT","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"DC","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"DE","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"FL","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"GA","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"GU","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"HI","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"IA","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"ID","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"IL","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"IN","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"KS","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"KY","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"LA","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"MA","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"MD","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"ME","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"MI","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"MN","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"MO","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"MP","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
